 # PROCESS #
 # Power Reactor Optimisation Code #
 # PROCESS #
 # Power Reactor Optimisation Code #
 PROCESS_version_________________________________________________________ (procver)_____________________     "3.1.0"
 Date_of_run_____________________________________________________________ (date)________________________     "31/01/2025 UTC"
 Time_of_run_____________________________________________________________ (time)________________________     "13:00"
 User____________________________________________________________________ (username)____________________     "runner"
 PROCESS_run_title_______________________________________________________ (runtitle)____________________     "Generic large tokamak"
 PROCESS_git_tag_________________________________________________________ (tagno)_______________________     ""
 PROCESS_git_branch______________________________________________________ (branch_name)_________________     ""
 Input_filename__________________________________________________________ (fileprefix)__________________     "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/large_tokamak_nof.IN.DAT"
 Optimisation_switch_____________________________________________________ (ioptimz)_____________________              1    
 # Cryostat build #
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286334532412107E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3371243355873155E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1759755064059573E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0370241129152702E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286334532412107E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3371243355873155E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1759755064059573E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0370241129152702E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5285799067074215E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370592760399571E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1756595454920534E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0368436893280399E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5285795798720565E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370592760399571E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1756584453841788E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0368430400012290E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5285795798720565E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370592760399571E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1756584453841788E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0368430400012290E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5285795798720565E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370592760399571E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1756584453841788E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0368430400012290E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286063531349301E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758164252249480E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369332510513937E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286694732954894E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3371709899348154E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1761940805958147E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0371487736650928E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286698452108833E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3371709899348154E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1761953324664137E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0371495125837424E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286698452108833E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3371709899348154E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1761953324664137E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0371495125837424E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286698452108833E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3371709899348154E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1761953324664137E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0371495125837424E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5285439313614846E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370126216885332E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1754411280202476E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0367191246128801E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5285431877757304E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370126216885332E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1754386251777396E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0367176473500847E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5285431877757304E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370126216885332E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1754386251777396E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0367176473500847E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5285431877757304E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370126216885332E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1754386251777396E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0367176473500847E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286061446667247E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758157235294493E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369328368806535E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
 Cryostat_intenral_half_height_(m)_______________________________________ (z_cryostat_half_inside)______      1.5286065165737094E+01    
 Vertical_clearance_from_highest_PF_coil_to_cryostat_(m)_________________ (dz_pf_cryostat)______________      5.3370918058432313E+00    
 Cryostat_structure_volume_(m^3)_________________________________________ (vol_cryostat)________________      8.1758169753532275E+02    
 Cryostat_internal_volume_(m^3)__________________________________________ (vol_cryostat_internal)_______      3.0369335757606706E+04    
 # Cryostat build #
 Cryostat_thickness_(m)__________________________________________________ (dr_cryostat)_________________      1.5000000000000002E-01    
